locus_tag,go_id,go_name,namespace,namespace_name,uniprot_accession,uniprot_gene_names,uniprot_protein_name
PA0426,GO:0140330,xenobiotic detoxification by transmembrane export across the cell outer membrane,BP,Biological Process,P52002,mexB PA0426,Multidrug resistance protein MexB (Multidrug-efflux transporter MexB)
PA0426,GO:0015562,efflux transmembrane transporter activity,MF,Molecular Function,P52002,mexB PA0426,Multidrug resistance protein MexB (Multidrug-efflux transporter MexB)
PA0426,GO:0042910,xenobiotic transmembrane transporter activity,MF,Molecular Function,P52002,mexB PA0426,Multidrug resistance protein MexB (Multidrug-efflux transporter MexB)
PA0426,GO:1990281,efflux pump complex,CC,Cellular Component,P52002,mexB PA0426,Multidrug resistance protein MexB (Multidrug-efflux transporter MexB)
PA0426,GO:0005886,plasma membrane,CC,Cellular Component,P52002,mexB PA0426,Multidrug resistance protein MexB (Multidrug-efflux transporter MexB)
PA1588,GO:0009142,nucleoside triphosphate biosynthetic process,BP,Biological Process,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0046777,protein autophosphorylation,BP,Biological Process,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0006104,succinyl-CoA metabolic process,BP,Biological Process,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0006099,tricarboxylic acid cycle,BP,Biological Process,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0005524,ATP binding,MF,Molecular Function,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0000287,magnesium ion binding,MF,Molecular Function,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0004550,nucleoside diphosphate kinase activity,MF,Molecular Function,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0004775,succinate-CoA ligase (ADP-forming) activity,MF,Molecular Function,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0004776,succinate-CoA ligase (GDP-forming) activity,MF,Molecular Function,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0005829,cytosol,CC,Cellular Component,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA1588,GO:0042709,succinate-CoA ligase complex,CC,Cellular Component,P53593,sucC PA1588,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
PA3545,GO:0042121,alginic acid biosynthetic process,BP,Biological Process,Q51371,algG PA3545,Mannuronan C5-epimerase (EC 5.1.3.37) (Poly(beta-D-mannuronate) C5 epimerase)
PA3545,GO:0016853,isomerase activity,MF,Molecular Function,Q51371,algG PA3545,Mannuronan C5-epimerase (EC 5.1.3.37) (Poly(beta-D-mannuronate) C5 epimerase)
PA3545,GO:0042597,periplasmic space,CC,Cellular Component,Q51371,algG PA3545,Mannuronan C5-epimerase (EC 5.1.3.37) (Poly(beta-D-mannuronate) C5 epimerase)
PA0427,GO:0046677,response to antibiotic,BP,Biological Process,Q51487,oprM oprK PA0427,Outer membrane protein OprM
PA0427,GO:0055085,transmembrane transport,BP,Biological Process,Q51487,oprM oprK PA0427,Outer membrane protein OprM
PA0427,GO:0140330,xenobiotic detoxification by transmembrane export across the cell outer membrane,BP,Biological Process,Q51487,oprM oprK PA0427,Outer membrane protein OprM
PA0427,GO:0015562,efflux transmembrane transporter activity,MF,Molecular Function,Q51487,oprM oprK PA0427,Outer membrane protein OprM
PA0427,GO:0022857,transmembrane transporter activity,MF,Molecular Function,Q51487,oprM oprK PA0427,Outer membrane protein OprM
PA0427,GO:0009279,cell outer membrane,CC,Cellular Component,Q51487,oprM oprK PA0427,Outer membrane protein OprM
PA0427,GO:1990281,efflux pump complex,CC,Cellular Component,Q51487,oprM oprK PA0427,Outer membrane protein OprM
PA0427,GO:0016020,membrane,CC,Cellular Component,Q51487,oprM oprK PA0427,Outer membrane protein OprM
PA2386,GO:0006879,intracellular iron ion homeostasis,BP,Biological Process,Q51548,pvdA pvd-1 PA2386,L-ornithine N(5)-monooxygenase (EC 1.14.13.195) (L-ornithine N(5)-hydroxylase) (Ornithine hydroxylase) (L-ornithine N(5)-oxygenase) (Pyoverdin biosynthesis protein A)
PA2386,GO:0002049,pyoverdine biosynthetic process,BP,Biological Process,Q51548,pvdA pvd-1 PA2386,L-ornithine N(5)-monooxygenase (EC 1.14.13.195) (L-ornithine N(5)-hydroxylase) (Ornithine hydroxylase) (L-ornithine N(5)-oxygenase) (Pyoverdin biosynthesis protein A)
PA2386,GO:0031172,ornithine N5-monooxygenase activity,MF,Molecular Function,Q51548,pvdA pvd-1 PA2386,L-ornithine N(5)-monooxygenase (EC 1.14.13.195) (L-ornithine N(5)-hydroxylase) (Ornithine hydroxylase) (L-ornithine N(5)-oxygenase) (Pyoverdin biosynthesis protein A)
PA2386,GO:0005737,cytoplasm,CC,Cellular Component,Q51548,pvdA pvd-1 PA2386,L-ornithine N(5)-monooxygenase (EC 1.14.13.195) (L-ornithine N(5)-hydroxylase) (Ornithine hydroxylase) (L-ornithine N(5)-oxygenase) (Pyoverdin biosynthesis protein A)
PA2386,GO:0005886,plasma membrane,CC,Cellular Component,Q51548,pvdA pvd-1 PA2386,L-ornithine N(5)-monooxygenase (EC 1.14.13.195) (L-ornithine N(5)-hydroxylase) (Ornithine hydroxylase) (L-ornithine N(5)-oxygenase) (Pyoverdin biosynthesis protein A)
PA5380,GO:0006351,DNA-templated transcription,BP,Biological Process,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0031457,glycine betaine catabolic process,BP,Biological Process,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0045764,positive regulation of amino acid metabolic process,BP,Biological Process,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0009896,positive regulation of catabolic process,BP,Biological Process,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0045893,positive regulation of DNA-templated transcription,BP,Biological Process,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0010922,positive regulation of phosphatase activity,BP,Biological Process,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0010518,positive regulation of phospholipase activity,BP,Biological Process,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0006355,regulation of DNA-templated transcription,BP,Biological Process,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0001216,DNA-binding transcription activator activity,MF,Molecular Function,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0000976,transcription cis-regulatory region binding,MF,Molecular Function,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5380,GO:0032993,protein-DNA complex,CC,Cellular Component,Q9HTI4,gbdR PA5380,HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)
PA5292,GO:0016787,hydrolase activity,MF,Molecular Function,Q9HTR2,pchP PA5292,Phosphorylcholine phosphatase (PChP) (EC 3.1.3.75) (Phosphoethanolamine/phosphocholine phosphatase)
PA5292,GO:0046872,metal ion binding,MF,Molecular Function,Q9HTR2,pchP PA5292,Phosphorylcholine phosphatase (PChP) (EC 3.1.3.75) (Phosphoethanolamine/phosphocholine phosphatase)
PA5292,GO:0042597,periplasmic space,CC,Cellular Component,Q9HTR2,pchP PA5292,Phosphorylcholine phosphatase (PChP) (EC 3.1.3.75) (Phosphoethanolamine/phosphocholine phosphatase)
PA5164,GO:0019305,dTDP-rhamnose biosynthetic process,BP,Biological Process,Q9HU21,rmlC PA5164,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)"
PA5164,GO:0009103,lipopolysaccharide biosynthetic process,BP,Biological Process,Q9HU21,rmlC PA5164,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)"
PA5164,GO:0009244,lipopolysaccharide core region biosynthetic process,BP,Biological Process,Q9HU21,rmlC PA5164,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)"
PA5164,GO:0000271,polysaccharide biosynthetic process,BP,Biological Process,Q9HU21,rmlC PA5164,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)"
PA5164,GO:0008830,"dTDP-4-dehydrorhamnose 3,5-epimerase activity",MF,Molecular Function,Q9HU21,rmlC PA5164,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)"
PA5164,GO:0005829,cytosol,CC,Cellular Component,Q9HU21,rmlC PA5164,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)"
PA4781,GO:0009214,cyclic nucleotide catabolic process,BP,Biological Process,Q9HV27,PA4781,Cyclic di-GMP phosphodiesterase PA4781 (EC 3.1.4.-)
PA4781,GO:0000160,phosphorelay signal transduction system,BP,Biological Process,Q9HV27,PA4781,Cyclic di-GMP phosphodiesterase PA4781 (EC 3.1.4.-)
PA4781,GO:2000147,positive regulation of cell motility,BP,Biological Process,Q9HV27,PA4781,Cyclic di-GMP phosphodiesterase PA4781 (EC 3.1.4.-)
PA4781,GO:1900231,regulation of single-species biofilm formation on inanimate substrate,BP,Biological Process,Q9HV27,PA4781,Cyclic di-GMP phosphodiesterase PA4781 (EC 3.1.4.-)
PA4781,GO:0071111,cyclic-guanylate-specific phosphodiesterase activity,MF,Molecular Function,Q9HV27,PA4781,Cyclic di-GMP phosphodiesterase PA4781 (EC 3.1.4.-)
PA4781,GO:0004112,cyclic-nucleotide phosphodiesterase activity,MF,Molecular Function,Q9HV27,PA4781,Cyclic di-GMP phosphodiesterase PA4781 (EC 3.1.4.-)
PA4781,GO:0046872,metal ion binding,MF,Molecular Function,Q9HV27,PA4781,Cyclic di-GMP phosphodiesterase PA4781 (EC 3.1.4.-)
PA4559,GO:0006465,signal peptide processing,BP,Biological Process,Q9HVM5,lspA ls PA4559,Lipoprotein signal peptidase (EC 3.4.23.36) (LspPae) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)
PA4559,GO:0004190,aspartic-type endopeptidase activity,MF,Molecular Function,Q9HVM5,lspA ls PA4559,Lipoprotein signal peptidase (EC 3.4.23.36) (LspPae) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)
PA4559,GO:0004175,endopeptidase activity,MF,Molecular Function,Q9HVM5,lspA ls PA4559,Lipoprotein signal peptidase (EC 3.4.23.36) (LspPae) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)
PA4559,GO:0005886,plasma membrane,CC,Cellular Component,Q9HVM5,lspA ls PA4559,Lipoprotein signal peptidase (EC 3.4.23.36) (LspPae) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)
PA4108,GO:2000147,positive regulation of cell motility,BP,Biological Process,Q9HWS0,PA4108,Cyclic di-GMP phosphodiesterase PA4108 (EC 3.1.4.-)
PA4108,GO:1900231,regulation of single-species biofilm formation on inanimate substrate,BP,Biological Process,Q9HWS0,PA4108,Cyclic di-GMP phosphodiesterase PA4108 (EC 3.1.4.-)
PA4108,GO:0071111,cyclic-guanylate-specific phosphodiesterase activity,MF,Molecular Function,Q9HWS0,PA4108,Cyclic di-GMP phosphodiesterase PA4108 (EC 3.1.4.-)
PA4108,GO:0046872,metal ion binding,MF,Molecular Function,Q9HWS0,PA4108,Cyclic di-GMP phosphodiesterase PA4108 (EC 3.1.4.-)
PA4092,GO:0042537,benzene-containing compound metabolic process,BP,Biological Process,Q9HWT6,hpaC PA4092,4-hydroxyphenylacetate 3-monooxygenase reductase component (HPA 3-monooxygenase reductase component) (EC 1.5.1.37) (FAD reductase (NADH)) (p-hydroxyphenylacetate 3-hydroxylase small component) (HPAH small component)
PA4092,GO:0006208,pyrimidine nucleobase catabolic process,BP,Biological Process,Q9HWT6,hpaC PA4092,4-hydroxyphenylacetate 3-monooxygenase reductase component (HPA 3-monooxygenase reductase component) (EC 1.5.1.37) (FAD reductase (NADH)) (p-hydroxyphenylacetate 3-hydroxylase small component) (HPAH small component)
PA4092,GO:0050660,flavin adenine dinucleotide binding,MF,Molecular Function,Q9HWT6,hpaC PA4092,4-hydroxyphenylacetate 3-monooxygenase reductase component (HPA 3-monooxygenase reductase component) (EC 1.5.1.37) (FAD reductase (NADH)) (p-hydroxyphenylacetate 3-hydroxylase small component) (HPAH small component)
PA4092,GO:0036382,flavin reductase (NADH) activity,MF,Molecular Function,Q9HWT6,hpaC PA4092,4-hydroxyphenylacetate 3-monooxygenase reductase component (HPA 3-monooxygenase reductase component) (EC 1.5.1.37) (FAD reductase (NADH)) (p-hydroxyphenylacetate 3-hydroxylase small component) (HPAH small component)
PA4092,GO:0010181,FMN binding,MF,Molecular Function,Q9HWT6,hpaC PA4092,4-hydroxyphenylacetate 3-monooxygenase reductase component (HPA 3-monooxygenase reductase component) (EC 1.5.1.37) (FAD reductase (NADH)) (p-hydroxyphenylacetate 3-hydroxylase small component) (HPAH small component)
PA4092,GO:0051287,NAD binding,MF,Molecular Function,Q9HWT6,hpaC PA4092,4-hydroxyphenylacetate 3-monooxygenase reductase component (HPA 3-monooxygenase reductase component) (EC 1.5.1.37) (FAD reductase (NADH)) (p-hydroxyphenylacetate 3-hydroxylase small component) (HPAH small component)
PA4092,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",MF,Molecular Function,Q9HWT6,hpaC PA4092,4-hydroxyphenylacetate 3-monooxygenase reductase component (HPA 3-monooxygenase reductase component) (EC 1.5.1.37) (FAD reductase (NADH)) (p-hydroxyphenylacetate 3-hydroxylase small component) (HPAH small component)
PA4092,GO:0042602,riboflavin reductase (NADPH) activity,MF,Molecular Function,Q9HWT6,hpaC PA4092,4-hydroxyphenylacetate 3-monooxygenase reductase component (HPA 3-monooxygenase reductase component) (EC 1.5.1.37) (FAD reductase (NADH)) (p-hydroxyphenylacetate 3-hydroxylase small component) (HPAH small component)
PA3947,GO:0045892,negative regulation of DNA-templated transcription,BP,Biological Process,Q9HX69,rocR sadR PA3947,Cyclic di-GMP phosphodiesterase RocR (c-di-GMP PDE) (EC 3.1.4.52) (Response regulator RocR)
PA3947,GO:0000160,phosphorelay signal transduction system,BP,Biological Process,Q9HX69,rocR sadR PA3947,Cyclic di-GMP phosphodiesterase RocR (c-di-GMP PDE) (EC 3.1.4.52) (Response regulator RocR)
PA3947,GO:0071111,cyclic-guanylate-specific phosphodiesterase activity,MF,Molecular Function,Q9HX69,rocR sadR PA3947,Cyclic di-GMP phosphodiesterase RocR (c-di-GMP PDE) (EC 3.1.4.52) (Response regulator RocR)
PA3947,GO:0046872,metal ion binding,MF,Molecular Function,Q9HX69,rocR sadR PA3947,Cyclic di-GMP phosphodiesterase RocR (c-di-GMP PDE) (EC 3.1.4.52) (Response regulator RocR)
PA3947,GO:0005886,plasma membrane,CC,Cellular Component,Q9HX69,rocR sadR PA3947,Cyclic di-GMP phosphodiesterase RocR (c-di-GMP PDE) (EC 3.1.4.52) (Response regulator RocR)
PA3863,GO:0006525,arginine metabolic process,BP,Biological Process,Q9HXE3,dauA PA3863,FAD-dependent catabolic D-arginine dehydrogenase DauA (EC 1.4.99.6) (D-arginine dehydrogenase) (DADH) (D-arginine utilization protein A) (Dau)
PA3863,GO:0006527,L-arginine catabolic process,BP,Biological Process,Q9HXE3,dauA PA3863,FAD-dependent catabolic D-arginine dehydrogenase DauA (EC 1.4.99.6) (D-arginine dehydrogenase) (DADH) (D-arginine utilization protein A) (Dau)
PA3863,GO:0008718,D-amino-acid dehydrogenase activity,MF,Molecular Function,Q9HXE3,dauA PA3863,FAD-dependent catabolic D-arginine dehydrogenase DauA (EC 1.4.99.6) (D-arginine dehydrogenase) (DADH) (D-arginine utilization protein A) (Dau)
PA3863,GO:0000166,nucleotide binding,MF,Molecular Function,Q9HXE3,dauA PA3863,FAD-dependent catabolic D-arginine dehydrogenase DauA (EC 1.4.99.6) (D-arginine dehydrogenase) (DADH) (D-arginine utilization protein A) (Dau)
PA3863,GO:0005737,cytoplasm,CC,Cellular Component,Q9HXE3,dauA PA3863,FAD-dependent catabolic D-arginine dehydrogenase DauA (EC 1.4.99.6) (D-arginine dehydrogenase) (DADH) (D-arginine utilization protein A) (Dau)
PA3818,GO:0006351,DNA-templated transcription,BP,Biological Process,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0006020,inositol metabolic process,BP,Biological Process,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0046854,phosphatidylinositol phosphate biosynthetic process,BP,Biological Process,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0042254,ribosome biogenesis,BP,Biological Process,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0007165,signal transduction,BP,Biological Process,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0031564,transcription antitermination,BP,Biological Process,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0008934,inositol monophosphate 1-phosphatase activity,MF,Molecular Function,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0046872,metal ion binding,MF,Molecular Function,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0003723,RNA binding,MF,Molecular Function,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3818,GO:0005737,cytoplasm,CC,Cellular Component,Q9HXI4,suhB PA3818,Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)
PA3155,GO:0071555,cell wall organization,BP,Biological Process,Q9HZ76,wbpE PA3155,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase (UDP-3-oxo-D-GlcNAcA aminotransferase) (EC 2.6.1.98) (UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronic acid transaminase) (UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase)
PA3155,GO:0009103,lipopolysaccharide biosynthetic process,BP,Biological Process,Q9HZ76,wbpE PA3155,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase (UDP-3-oxo-D-GlcNAcA aminotransferase) (EC 2.6.1.98) (UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronic acid transaminase) (UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase)
PA3155,GO:0009243,O antigen biosynthetic process,BP,Biological Process,Q9HZ76,wbpE PA3155,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase (UDP-3-oxo-D-GlcNAcA aminotransferase) (EC 2.6.1.98) (UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronic acid transaminase) (UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase)
PA3155,GO:0000271,polysaccharide biosynthetic process,BP,Biological Process,Q9HZ76,wbpE PA3155,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase (UDP-3-oxo-D-GlcNAcA aminotransferase) (EC 2.6.1.98) (UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronic acid transaminase) (UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase)
PA3155,GO:0006065,UDP-glucuronate biosynthetic process,BP,Biological Process,Q9HZ76,wbpE PA3155,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase (UDP-3-oxo-D-GlcNAcA aminotransferase) (EC 2.6.1.98) (UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronic acid transaminase) (UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase)
PA3155,GO:0030170,pyridoxal phosphate binding,MF,Molecular Function,Q9HZ76,wbpE PA3155,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase (UDP-3-oxo-D-GlcNAcA aminotransferase) (EC 2.6.1.98) (UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronic acid transaminase) (UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase)
PA3155,GO:0008483,transaminase activity,MF,Molecular Function,Q9HZ76,wbpE PA3155,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase (UDP-3-oxo-D-GlcNAcA aminotransferase) (EC 2.6.1.98) (UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronic acid transaminase) (UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase)
PA3068,GO:0006538,L-glutamate catabolic process,BP,Biological Process,Q9HZE0,gdhB PA3068,NAD-specific glutamate dehydrogenase (NAD-GDH) (EC 1.4.1.2) (NAD(+)-dependent glutamate dehydrogenase)
PA3068,GO:0004352,glutamate dehydrogenase (NAD+) activity,MF,Molecular Function,Q9HZE0,gdhB PA3068,NAD-specific glutamate dehydrogenase (NAD-GDH) (EC 1.4.1.2) (NAD(+)-dependent glutamate dehydrogenase)
PA3068,GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity,MF,Molecular Function,Q9HZE0,gdhB PA3068,NAD-specific glutamate dehydrogenase (NAD-GDH) (EC 1.4.1.2) (NAD(+)-dependent glutamate dehydrogenase)
PA2950,GO:0006633,fatty acid biosynthetic process,BP,Biological Process,Q9HZP8,fabV PA2950,Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9) (Trans-2-enoyl-CoA reductase) (TER) (EC 1.3.1.44)
PA2950,GO:0004318,enoyl-[acyl-carrier-protein] reductase (NADH) activity,MF,Molecular Function,Q9HZP8,fabV PA2950,Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9) (Trans-2-enoyl-CoA reductase) (TER) (EC 1.3.1.44)
PA2950,GO:0051287,NAD binding,MF,Molecular Function,Q9HZP8,fabV PA2950,Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9) (Trans-2-enoyl-CoA reductase) (TER) (EC 1.3.1.44)
PA2950,GO:0050343,trans-2-enoyl-CoA reductase (NADH) activity,MF,Molecular Function,Q9HZP8,fabV PA2950,Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9) (Trans-2-enoyl-CoA reductase) (TER) (EC 1.3.1.44)
PA2494,GO:0009636,response to toxic substance,BP,Biological Process,Q9I0Y8,mexF PA2494,Multidrug efflux pump subunit MexF (Efflux pump membrane transporter MexF) (Inner-membrane transporter MexF)
PA2494,GO:0015562,efflux transmembrane transporter activity,MF,Molecular Function,Q9I0Y8,mexF PA2494,Multidrug efflux pump subunit MexF (Efflux pump membrane transporter MexF) (Inner-membrane transporter MexF)
PA2494,GO:0042910,xenobiotic transmembrane transporter activity,MF,Molecular Function,Q9I0Y8,mexF PA2494,Multidrug efflux pump subunit MexF (Efflux pump membrane transporter MexF) (Inner-membrane transporter MexF)
PA2494,GO:0005886,plasma membrane,CC,Cellular Component,Q9I0Y8,mexF PA2494,Multidrug efflux pump subunit MexF (Efflux pump membrane transporter MexF) (Inner-membrane transporter MexF)
PA2385,GO:0017000,antibiotic biosynthetic process,BP,Biological Process,Q9I194,pvdQ qsc112 PA2385,Acyl-homoserine lactone acylase PvdQ (AHL acylase PvdQ) (Acyl-HSL acylase PvdQ) (EC 3.5.1.97) [Cleaved into: Acyl-homoserine lactone acylase PvdQ subunit alpha (Acyl-HSL acylase PvdQ subunit alpha); Acyl-homoserine lactone acylase PvdQ subunit beta (Acyl-HSL acylase PvdQ subunit beta)]
PA2385,GO:0071978,bacterial-type flagellum-dependent swarming motility,BP,Biological Process,Q9I194,pvdQ qsc112 PA2385,Acyl-homoserine lactone acylase PvdQ (AHL acylase PvdQ) (Acyl-HSL acylase PvdQ) (EC 3.5.1.97) [Cleaved into: Acyl-homoserine lactone acylase PvdQ subunit alpha (Acyl-HSL acylase PvdQ subunit alpha); Acyl-homoserine lactone acylase PvdQ subunit beta (Acyl-HSL acylase PvdQ subunit beta)]
